OBJECTID,id,grid_4ha_id,lon,lat,lp_ext_2012,lp_ext_2015,lp_ext_2018,lp_ext_2022,du_cnt_2012,du_cnt_2015,du_cnt_2018,du_cnt_2022,clq_ext_sqm_2012,clq_ext_sqm_2015,clq_ext_sqm_2018,clq_ext_sqm_2022,mlt_ext_sqm_2012,mlt_ext_sqm_2015,mlt_ext_sqm_2018,mlt_ext_sqm_2022,sq_ext_sqm_2012,sq_ext_sqm_2015,sq_ext_sqm_2018,sq_ext_sqm_2022,du_cnt_w_clq_mlt_2012,du_cnt_w_clq_mlt_2015,du_cnt_w_clq_mlt_2018,du_cnt_w_clq_mlt_2022,dens_grs_duha_2012,dens_grs_duha_2015,dens_grs_duha_2018,dens_grs_duha_2022,d_dens_grs_duha_12_15,d_dens_grs_duha_12_18,d_dens_grs_duha_12_22,d_dens_grs_duha_15_18,d_dens_grs_duha_15_22,d_dens_grs_duha_18_22,DISTRICTNA,Shape_Length,Shape_Area
28797,14243,W36A_13_28797,18.59199598,-33.98524665,0,154.4697568,154.4697568,154.4697568,0,22,23,23,0,0,0,0,0,0,0,0,0,8,31,31,0,22,23,23,0,5,5,5,5,5,5,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28816,15573,W36B_12_28816,18.63312027,-33.98537614,0,98.52825301,98.52825301,98.52825301,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,1,1,1,1,1,1,0,0,0,Tygerberg,799.9999883,39999.99883
28817,14443,W36B_12_28817,18.63528472,-33.98538257,134.1478372,172.2819269,172.2819269,172.2819269,43,149,154,158,0,0,0,8,0,0,0,0,0,0,0,0,43,149,154,158.4,10,37,38,39,27,28,29,1,2,1,Tygerberg,800.0000185,40000.00185
28818,15574,W36B_12_28818,18.63744916,-33.98538897,205.4100038,205.4100038,205.4100038,205.4100038,144,152,159,165,0,0,0,65,0,0,0,0,0,0,0,0,144,152,159,168.25,36,38,39,41,2,3,5,1,3,2,Tygerberg,800.0000185,40000.00185
28819,13285,W36B_12_28819,18.6396136,-33.98539533,253.5115751,253.5115751,253.5115751,253.5115751,154,164,165,168,0,0,0,76,0,0,0,381,0,0,15,15,154,164,165,184.937931,38,41,41,42,3,3,4,0,1,1,Tygerberg,799.9999883,39999.99883
28820,13284,W36B_12_28820,18.64177805,-33.98540165,205.9679324,205.9679324,205.9679324,205.9679324,85,85,86,93,17,17,17,82,0,0,0,207,0,0,0,17,85.85,85.85,86.85,104.237931,21,21,21,23,0,0,2,0,2,2,Tygerberg,800.0000185,40000.00185
28821,13283,W36B_13_28821,18.6439425,-33.98540793,267.9610971,267.9610971,267.9610971,267.9610971,153,153,153,153,0,0,0,98,0,0,0,268,0,0,0,51,153,153,153,167.1413793,38,38,38,38,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
28822,13276,W36B_13_28822,18.64610694,-33.98541417,233.6187925,233.6187925,233.6187925,233.6187925,68,68,68,68,0,0,0,72,0,0,0,0,0,0,0,39,68,68,68,71.6,17,17,17,17,0,0,0,0,0,0,Tygerberg,799.9999883,39999.99883
28823,13279,W36B_13_28823,18.64827139,-33.98542038,330.1169331,330.5374604,330.5374604,330.5374604,11,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,11,14,14,14,2,3,3,3,1,1,1,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28824,13294,W36B_13_28824,18.65043584,-33.98542655,456.7642089,456.7642089,675.8241395,675.8241395,72,96,98,100,45,65,108,151,0,0,0,0,0,0,0,23,74.25,99.25,103.4,107.55,18,24,24,25,6,6,7,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28825,13296,W36B_13_28825,18.65260029,-33.98543268,576.3984719,576.3984719,576.3984719,576.3984719,73,76,76,76,33,33,33,33,177,177,177,221,23,43,43,43,80.75344828,83.75344828,83.75344828,85.27068966,18,19,19,19,1,1,1,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28826,13297,W36B_14_28826,18.65476474,-33.98543877,402.1101279,402.1101279,402.1101279,402.1101279,25,25,25,26,0,29,68,29,0,0,0,0,0,0,0,0,25,26.45,28.4,27.45,6,6,6,6,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28832,13780,W36B_15_28832,18.66775145,-33.98547452,198.6649466,198.6649466,198.6649466,198.6649466,11,15,17,18,0,0,0,41,0,0,0,0,0,0,0,0,11,15,17,20.05,2,3,4,4,1,2,2,1,1,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28833,15168,W36B_15_28833,18.6699159,-33.98548035,191.2343278,198.0061651,198.0061651,198.0061651,18,28,29,31,0,0,0,0,0,0,0,0,0,0,0,0,18,28,29,31,4,7,7,7,3,3,3,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28835,14651,W36B_15_28835,18.67424481,-33.98549188,0,0,0,104.0059708,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28836,15598,W26A_11_28836,18.67640927,-33.9854976,0,0,0,97.98282809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28839,9835,W26A_11_28839,18.68290264,-33.9855145,313.0450817,313.0450817,936.4949793,936.4949793,29,29,54,55,0,0,0,22,0,0,0,0,0,0,0,22,29,29,54,56.1,7,7,13,13,0,6,6,6,6,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28843,9834,W26A_12_28843,18.69156048,-33.98553651,371.5495802,371.5495802,371.5495802,371.5495802,23,23,23,24,0,0,18,23,0,0,0,0,0,0,0,9,23,23,23.9,25.15,5,5,5,6,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28844,9833,W26A_12_28844,18.69372494,-33.98554192,438.3769904,438.3769904,438.3769904,438.3769904,55,55,55,67,23,23,113,73,0,0,0,0,40,40,105,26,56.15,56.15,60.65,70.65,13,13,13,16,0,0,3,0,3,3,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28847,9829,W26A_13_28847,18.70021832,-33.98555791,812.5226642,812.5226642,812.5226642,812.5226642,41,42,43,46,30,30,30,36,0,0,0,0,0,20,20,12,42.5,43.5,44.5,47.8,10,10,10,11,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28849,9827,W26A_13_28849,18.70454725,-33.98556838,264.6450547,264.6450547,264.6450547,455.3070708,2,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,18,0,0,0,4,0,0,4,0,4,4,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28850,9832,W26A_13_28850,18.70671171,-33.98557356,400.0095461,400.0095461,400.0095461,400.0095461,50,66,74,110,0,0,0,72,0,0,0,0,0,0,0,25,50,66,74,113.6,12,16,18,27,4,6,15,2,11,9,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28851,9830,W26A_14_28851,18.70887618,-33.9855787,283.2811713,283.2811713,283.2811713,284.2922763,64,64,64,70,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,70,16,16,16,17,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28852,9836,W26A_14_28852,18.71104064,-33.9855838,258.2191808,258.2191808,258.2191808,258.2191808,58,58,58,61,0,0,0,66,0,0,0,0,0,149,149,66,58,58,58,64.3,14,14,14,15,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28853,9828,W26A_14_28853,18.71320511,-33.98558886,316.1996395,316.1996395,316.1996395,316.1996395,134,134,134,137,0,0,13,74,0,0,0,0,0,13,13,38,134,134,134.65,140.7,33,33,33,34,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28854,9831,W26A_14_28854,18.71536958,-33.98559389,337.6016167,337.6016167,337.6016167,2029.196511,124,124,124,129,0,0,0,85,0,0,0,0,18,18,18,18,124,124,124,133.25,31,31,31,32,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28855,15454,W26A_14_28855,18.71753404,-33.98559888,384.0139446,384.0139446,384.0139446,384.0139446,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,6,6,6,6,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28915,2517,W56B_08_28915,18.4361712,-33.98282824,743.2630275,765.4068323,765.4068323,765.4068323,4,5,9,9,0,0,0,0,0,0,0,0,44,44,44,44,4,5,9,9,1,1,2,2,0,1,1,1,1,0,Southern,799.9999883,39999.99883
28916,1522,W56B_09_28916,18.43833552,-33.98283814,917.4586953,917.4586953,917.4586953,917.4586953,33,33,33,35,0,0,0,26,0,0,0,0,159,159,164,192,33,33,33,36.3,8,8,8,8,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28917,1529,W56B_09_28917,18.44049984,-33.982848,1585.490831,1585.490831,1585.490831,1585.490831,22,24,23,22,0,36,36,36,0,0,0,0,22,22,22,22,22,25.8,24.8,23.8,5,6,5,5,1,0,0,-1,-1,0,Southern,799.9999582,39999.99582
28918,1531,W56B_09_28918,18.44266416,-33.98285782,1997.203004,1997.203004,1997.203004,1997.203004,1,1,1,1,0,0,0,0,0,0,0,0,25,25,25,25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28919,1533,W56B_09_28919,18.44482848,-33.9828676,1874.260694,1874.260694,1874.260694,1874.260694,12,12,12,12,4,4,4,4,0,0,0,0,102,102,128,162,12.2,12.2,12.2,12.2,3,3,3,3,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28920,1534,W56B_09_28920,18.44699281,-33.98287735,7602.970688,7602.970688,7602.970688,7602.970688,17,18,18,18,67,67,67,67,0,0,0,0,77,118,118,118,20.35,21.35,21.35,21.35,4,4,4,4,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28921,1537,W56B_10_28921,18.44915713,-33.98288706,4472.103142,4921.685453,4921.685453,4921.685453,15,16,17,18,10,32,32,80,0,0,0,0,127,87,99,113,15.5,17.6,18.6,22,3,4,4,4,1,1,1,0,0,0,Southern,799.9999582,39999.99582
28922,1676,W56B_10_28922,18.45132146,-33.98289673,1414.809049,1414.809049,1414.809049,1414.809049,30,30,32,34,0,0,0,31,0,0,0,0,107,123,163,178,30,30,32,35.55,7,7,8,8,0,1,1,1,1,0,Southern,799.9999883,39999.99883
28923,1652,W56B_10_28923,18.45348578,-33.98290636,1168.738614,1168.738614,1168.738614,1168.738614,30,31,31,31,19,131,131,140,0,0,0,0,166,232,232,239,30.95,37.55,37.55,38,7,7,7,7,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28924,1649,W56B_10_28924,18.45565011,-33.98291595,1354.063922,1354.063922,1354.063922,1354.063922,48,47,47,46,42,119,119,119,0,0,0,0,128,121,164,117,50.1,52.95,52.95,51.95,12,11,11,11,-1,-1,-1,0,0,0,Southern,799.9999582,39999.99582
28925,1647,W56B_10_28925,18.45781444,-33.98292551,1836.477945,1836.477945,1836.477945,1836.477945,44,50,52,53,0,2,25,25,0,0,0,0,147,166,131,161,44,50.1,53.25,54.25,11,12,13,13,1,2,2,1,1,0,Southern,799.9999883,39999.99883
28926,1643,W46A_06_28926,18.45997877,-33.98293503,552.4664308,552.4664308,552.4664308,552.4664308,17,19,20,21,0,0,0,0,0,0,0,828,23,23,23,23,17,19,20,49.55172414,4,4,5,5,0,1,1,1,1,0,Southern,799.9999883,39999.99883
28927,1639,W46A_06_28927,18.46214309,-33.98294451,2408.876437,2408.876437,2408.876437,2408.876437,211,194,254,254,0,0,0,0,3516,3516,3516,3402,16,16,16,16,332.2413793,315.2413793,375.2413793,371.3103448,52,48,63,63,-4,11,11,15,15,0,Southern,799.9999582,39999.99582
28928,1640,W46A_06_28928,18.46430743,-33.98295395,2388.322145,3367.584544,3367.584544,3367.584544,76,251,251,251,0,0,0,15,791,791,791,791,0,10,0,0,103.2758621,278.2758621,278.2758621,279.0258621,19,62,62,62,43,43,43,0,0,0,Southern,799.9999883,39999.99883
28929,15795,W46A_06_28929,18.46647176,-33.98296335,3343.821254,3343.821254,3343.821254,3343.821254,89,89,89,89,0,0,0,0,286,286,286,218,0,0,0,0,98.86206897,98.86206897,98.86206897,96.51724138,22,22,22,22,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28930,1603,W46A_06_28930,18.46863609,-33.98297272,962.8147295,962.8147295,962.8147295,962.8147295,26,25,27,27,0,40,0,23,0,0,0,0,0,26,66,96,26,27,27,28.15,6,6,6,6,0,0,0,0,0,0,Southern,799.9999582,39999.99582
28931,1599,W46A_07_28931,18.47080042,-33.98298205,802.5622161,11396.91473,11396.91473,11396.91473,29,29,29,28,0,36,36,47,0,0,0,0,0,19,19,45,29,30.8,30.8,30.35,7,7,7,7,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28932,1597,W46A_07_28932,18.47296476,-33.98299133,1793.793214,1793.793214,1793.793214,1793.793214,75,75,78,80,1340,1340,1357,525,0,0,0,0,67,55,80,80,142,142,145.85,106.25,18,18,19,20,0,1,2,1,2,1,Southern,799.9999883,39999.99883
28933,1595,W46A_07_28933,18.4751291,-33.98300059,1353.703533,1353.703533,1353.703533,1353.703533,66,66,69,71,74,74,95,95,170,170,170,169,15,15,15,15,75.56206897,75.56206897,79.61206897,81.57758621,16,16,17,17,0,1,1,1,1,0,Southern,799.9999883,39999.99883
28934,1592,W46A_07_28934,18.47729343,-33.9830098,1740.097776,1740.097776,1740.097776,1740.097776,63,63,83,84,0,0,0,32,1951,1951,1951,1951,14,14,14,14,130.2758621,130.2758621,150.2758621,152.8758621,15,15,20,21,0,5,6,5,6,1,Southern,799.9999582,39999.99582
28935,1590,W46A_07_28935,18.47945777,-33.98301897,3415.10416,3415.10416,3415.10416,3415.10416,94,94,94,94,61,61,77,102,1011,1011,1011,1011,90,90,116,116,131.912069,131.912069,132.712069,133.962069,23,23,23,23,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28936,1586,W46A_08_28936,18.48162211,-33.98302811,2876.79684,2876.79684,2876.79684,2876.79684,35,34,34,33,41,103,103,41,0,0,0,282,0,0,0,0,37.05,39.15,39.15,44.77413793,8,8,8,8,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28937,1585,W46A_08_28937,18.48378645,-33.98303721,5964.126065,3773.151965,3773.151965,3773.151965,94,93,93,95,402,19,19,19,0,0,0,0,73,89,89,85,114.1,93.95,93.95,95.95,23,23,23,23,0,0,0,0,0,0,Southern,799.9999582,39999.99582
28938,1584,W46A_08_28938,18.48595079,-33.98304627,1327.361106,1327.361106,1327.361106,1327.361106,60,60,77,77,20,51,20,20,298,298,298,298,115,115,115,123,71.27586207,72.82586207,88.27586207,88.27586207,15,15,19,19,0,4,4,4,4,0,Southern,799.9999883,39999.99883
28939,1581,W46A_08_28939,18.48811513,-33.98305529,857.3623125,857.3623125,857.3623125,857.3623125,36,36,37,39,39,39,39,39,0,0,0,0,47,104,104,104,37.95,37.95,38.95,40.95,9,9,9,9,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28941,1695,W46A_09_28941,18.49244382,-33.98307323,1083.254353,1083.254353,1083.254353,1083.254353,36,37,37,37,28,59,59,59,0,0,0,0,61,94,103,103,37.4,39.95,39.95,39.95,9,9,9,9,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28942,1696,W46A_09_28942,18.49460816,-33.98308213,2522.073493,2522.073493,4625.623769,4625.623769,71,71,72,73,0,121,154,167,0,0,0,0,93,249,219,231,71,77.05,79.7,81.35,17,17,18,18,0,1,1,1,1,0,Cape Flats,799.9999883,39999.99883
28943,1697,W46A_09_28943,18.49677251,-33.983091,841.7914734,841.7914734,841.7914734,841.7914734,78,80,83,85,0,55,150,118,0,0,0,0,24,54,82,123,78,82.75,90.5,90.9,19,20,20,21,1,1,2,0,1,1,Cape Flats,799.9999883,39999.99883
28944,1684,W46A_09_28944,18.49893686,-33.98309984,1022.152846,1022.152846,1022.152846,1022.152846,46,46,45,47,0,13,57,57,0,0,0,0,0,33,96,121,46,46.65,47.85,49.85,11,11,11,11,0,0,0,0,0,0,Cape Flats,799.9999582,39999.99582
28945,1764,W46A_09_28945,18.5011012,-33.98310863,656.6309036,656.6309036,656.6309036,656.6309036,37,38,38,41,0,0,0,0,0,0,0,0,67,50,85,104,37,38,38,41,9,9,9,10,0,0,1,0,1,1,Cape Flats,799.9999883,39999.99883
28946,1685,W46A_10_28946,18.50326555,-33.98311739,992.9715262,992.9715262,992.9715262,992.9715262,57,60,60,65,0,0,52,68,0,0,0,0,46,46,94,116,57,60,62.6,68.4,14,15,15,16,1,1,2,0,1,1,Cape Flats,799.9999883,39999.99883
28947,1686,W46A_10_28947,18.5054299,-33.98312611,989.5909217,990.5613413,990.5613413,990.5613413,67,69,70,71,0,25,58,55,0,0,0,0,71,102,166,200,67,70.25,72.9,73.75,16,17,17,17,1,1,1,0,0,0,Cape Flats,799.9999582,39999.99582
28948,1292,W46A_10_28948,18.50759425,-33.98313479,992.0837579,992.0837579,992.0837579,992.0837579,56,57,60,62,18,0,47,38,0,0,0,0,129,129,182,182,56.9,57,62.35,63.9,14,14,15,15,0,1,1,1,1,0,Cape Flats,799.9999883,39999.99883
28949,1290,W46A_10_28949,18.5097586,-33.98314343,880.9781015,880.9781015,880.9781015,880.9781015,84,87,88,86,71,71,112,99,0,0,0,0,180,203,203,240,87.55,90.55,93.6,90.95,21,21,22,21,0,1,0,1,0,-1,Cape Flats,799.9999883,39999.99883
28950,1291,W46A_10_28950,18.51192295,-33.98315203,892.2993872,892.2993872,892.2993872,892.2993872,79,81,82,82,46,67,67,136,423,309,309,309,231,231,231,211,95.8862069,95.00517241,96.00517241,99.45517241,19,20,20,20,1,1,1,0,0,0,Cape Flats,799.9999582,39999.99582
28951,1298,W46B_06_28951,18.51408731,-33.9831606,608.3943008,10835.38962,10835.38962,10835.38962,45,45,45,46,96,108,108,83,0,0,0,0,119,119,119,119,49.8,50.4,50.4,50.15,11,11,11,11,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28952,1297,W46B_06_28952,18.51625166,-33.98316913,1175.126021,1175.126021,1175.126021,1175.126021,56,57,57,58,13,0,0,85,0,0,0,0,238,273,273,273,56.65,57,57,62.25,14,14,14,14,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28953,1332,W46B_06_28953,18.51841602,-33.98317762,632.9900132,632.9900132,632.9900132,632.9900132,26,26,26,29,0,0,0,0,0,0,0,0,264,264,280,203,26,26,26,29,6,6,6,7,0,0,1,0,1,1,Cape Flats,799.9999582,39999.99582
28954,1304,W46B_06_28954,18.52058037,-33.98318607,655.765469,655.765469,655.765469,655.765469,17,16,16,16,0,0,0,0,0,0,0,0,0,41,41,41,17,16,16,16,4,4,4,4,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28955,1302,W46B_06_28955,18.52274473,-33.98319448,881.1919776,881.1919776,881.1919776,881.1919776,50,50,50,50,0,0,0,0,0,0,0,0,417,427,391,410,50,50,50,50,12,12,12,12,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28956,1303,W46B_07_28956,18.52490909,-33.98320286,881.1998912,881.1998912,881.1998912,881.1998912,45,45,47,47,0,68,83,83,0,0,0,0,121,205,262,242,45,48.4,51.15,51.15,11,11,11,11,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28957,2559,W46B_07_28957,18.52707344,-33.9832112,846.7663493,846.7663493,846.7663493,846.7663493,79,80,80,79,0,112,112,112,0,0,0,0,30,50,50,50,79,85.6,85.6,84.6,19,20,20,19,1,1,0,0,-1,-1,Cape Flats,799.9999582,39999.99582
28958,2627,W46B_07_28958,18.5292378,-33.9832195,491.8194128,491.8194128,491.8194128,491.8194128,97,99,99,100,20,135,135,135,0,0,0,0,23,72,118,118,98,105.75,105.75,106.75,24,24,24,25,0,0,1,0,1,1,Cape Flats,799.9999883,39999.99883
28959,1305,W46B_07_28959,18.53140216,-33.98322776,767.913507,767.913507,767.913507,815.7779055,36,41,43,45,41,41,57,57,0,0,0,0,50,18,50,85,38.05,43.05,45.85,47.85,9,10,10,11,1,1,2,0,1,1,Cape Flats,799.9999883,39999.99883
28960,1306,W46B_07_28960,18.53356653,-33.98323598,764.1940945,764.1940945,764.1940945,764.1940945,45,48,52,53,0,0,0,52,0,0,0,0,208,208,155,155,45,48,52,55.6,11,12,13,13,1,2,2,1,1,0,Cape Flats,799.9999582,39999.99582
28961,1312,W46B_08_28961,18.53573089,-33.98324417,744.2551778,744.2551778,744.2551778,744.2551778,62,63,69,71,26,0,0,0,0,0,0,0,189,249,299,299,63.3,63,69,71,15,15,17,17,0,2,2,2,2,0,Cape Flats,799.9999883,39999.99883
28962,1313,W46B_08_28962,18.53789525,-33.98325231,754.6424744,754.6424744,754.6424744,754.6424744,21,23,23,23,16,44,44,44,0,0,0,0,67,47,47,47,21.8,25.2,25.2,25.2,5,5,5,5,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28964,1329,W46B_08_28964,18.54222398,-33.98326849,545.3816119,545.3816119,545.3816119,545.3816119,29,31,34,37,0,0,35,35,0,0,0,0,71,35,35,13,29,31,35.75,38.75,7,7,8,9,0,1,2,1,2,1,Cape Flats,799.9999883,39999.99883
28965,1326,W46B_08_28965,18.54438834,-33.98327653,795.0613033,795.0613033,795.0613033,795.0613033,53,53,55,62,0,97,130,188,0,0,0,0,155,155,109,88,53,57.85,61.5,71.4,13,13,13,15,0,0,2,0,2,2,Cape Flats,799.9999883,39999.99883
28966,1327,W46B_09_28966,18.54655271,-33.98328452,495.9908223,495.9908223,495.9908223,495.9908223,59,64,63,70,0,0,0,67,0,0,0,0,250,211,211,179,59,64,63,73.35,14,16,15,17,2,1,3,-1,1,2,Cape Flats,799.9999582,39999.99582
28967,1328,W46B_09_28967,18.54871708,-33.98329248,1427.351336,1427.351336,4638.585902,4638.585902,24,26,28,29,0,45,45,59,0,0,0,0,61,61,82,71,24,28.25,30.25,31.95,6,6,7,7,0,1,1,1,1,0,Cape Flats,799.9999883,39999.99883
28968,2488,W46B_09_28968,18.55088145,-33.9833004,482.8374698,482.8374698,482.8374698,482.8374698,31,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,31,31,32,32,7,7,8,8,0,1,1,1,1,0,Cape Flats,799.9999883,39999.99883
28969,2959,W46B_09_28969,18.55304581,-33.98330828,334.9066794,334.9066794,334.9066794,334.9066794,13,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,14,3,3,3,3,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28970,2960,W46B_09_28970,18.55521018,-33.98331612,956.0804143,956.0804143,956.0804143,956.0804143,38,39,39,41,0,0,0,0,0,0,0,0,18,18,58,58,38,39,39,41,9,9,9,10,0,0,1,0,1,1,Cape Flats,799.9999582,39999.99582
28971,5972,W46B_10_28971,18.55737456,-33.98332393,347.4958942,347.4958942,347.4958942,347.4958942,20,21,31,39,10,28,28,68,0,0,0,0,18,18,18,18,20.5,22.4,32.4,42.4,5,5,7,9,0,2,4,2,4,2,Cape Flats,799.9999883,39999.99883
28972,5973,W46B_10_28972,18.55953893,-33.98333169,260.914871,260.914871,260.914871,260.914871,80,81,119,126,0,0,0,0,0,0,0,29,0,0,19,19,80,81,119,127,20,20,29,31,0,9,11,9,11,2,Cape Flats,799.9999883,39999.99883
28973,4313,W46B_10_28973,18.5617033,-33.98333942,470.2011382,470.2011382,470.2011382,470.2011382,86,86,86,86,367,406,406,406,0,0,0,0,0,0,0,0,104.35,106.3,106.3,106.3,21,21,21,21,0,0,0,0,0,0,Cape Flats,799.9999582,39999.99582
28974,4312,W46B_10_28974,18.56386767,-33.98334711,430.3982542,430.3982542,430.3982542,430.3982542,110,110,110,111,308,415,415,446,0,0,0,0,18,19,37,36,125.4,130.75,130.75,133.3,27,27,27,27,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28975,4315,W46B_10_28975,18.56603205,-33.98335476,611.1662094,611.1662094,611.1662094,611.1662094,127,133,133,133,572,486,482,482,0,0,0,0,86,86,132,132,155.6,157.3,157.1,157.1,31,33,33,33,2,2,2,0,0,0,Cape Flats,799.9999883,39999.99883
28976,4307,W36A_06_28976,18.56819642,-33.98336238,750.0544872,750.0544872,750.0544872,750.0544872,121,121,121,122,355,392,392,463,0,0,0,0,0,0,28,28,138.75,140.6,140.6,145.15,30,30,30,30,0,0,0,0,0,0,Cape Flats,799.9999582,39999.99582
28977,4304,W36A_06_28977,18.5703608,-33.98336995,425.6586033,425.6586033,425.6586033,425.6586033,108,108,108,108,445,471,591,702,0,0,0,118,0,0,0,0,130.25,131.55,137.55,147.1689655,27,27,27,27,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28978,4303,W36A_06_28978,18.57252517,-33.98337749,349.8759035,349.8759035,349.8759035,544.0034163,70,70,70,70,280,280,226,238,0,0,0,105,0,0,55,55,84,84,81.3,85.52068966,17,17,17,17,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28979,4322,W36A_06_28979,18.57468955,-33.98338499,342.7918722,342.7918722,342.7918722,342.7918722,122,123,124,126,705,705,705,737,0,0,0,0,135,135,79,79,157.25,158.25,159.25,162.85,30,30,31,31,0,1,1,1,1,0,Cape Flats,799.9999582,39999.99582
28980,4323,W36A_06_28980,18.57685393,-33.98339246,336.0656886,336.0656886,336.0656886,336.0656886,81,104,110,111,424,433,433,459,0,0,0,0,0,0,0,0,102.2,125.65,131.65,133.95,20,26,27,27,6,7,7,1,1,0,Cape Flats,799.9999883,39999.99883
28981,5899,W36A_07_28981,18.57901831,-33.98339988,175.0816778,208.8820634,208.8820634,175.0816778,34,52,55,58,0,0,7,50,0,0,0,0,0,0,0,0,34,52,55.35,60.5,8,13,13,14,5,5,6,0,1,1,Cape Flats,799.9999883,39999.99883
28982,15367,W36A_07_28982,18.58118268,-33.98340727,0,155.3794636,155.3794636,155.3794636,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28983,15365,W36A_07_28983,18.58334707,-33.98341461,165.4768672,165.4768672,165.4768672,165.4768672,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,Cape Flats,799.9999582,39999.99582
28984,5761,W36A_07_28984,18.58551145,-33.98342192,245.9701074,245.9701074,245.9701074,245.9701074,56,82,82,94,22,22,22,33,0,0,0,278,0,0,0,0,57.1,83.1,83.1,105.2362069,14,20,20,23,6,6,9,0,3,3,Cape Flats,799.9999883,39999.99883
28985,5762,W36A_07_28985,18.58767583,-33.98342919,196.7903559,196.7903559,196.7903559,196.7903559,16,27,27,29,0,0,0,0,0,0,0,0,0,0,0,0,16,27,27,29,4,6,6,7,2,2,3,0,1,1,Cape Flats,799.9999883,39999.99883
28989,446,W36A_08_28989,18.59633336,-33.9834579,2097.003759,2097.003759,2097.003759,2097.003759,0,0,0,0,28,28,28,28,0,0,0,0,0,0,0,0,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,0,0,0,Tygerberg,799.9999582,39999.99582
29006,15570,W36B_07_29006,18.63312802,-33.98357311,163.9002236,163.9002236,163.9002236,163.9002236,32,45,45,46,0,0,0,0,0,0,0,0,0,0,0,0,32,45,45,46,8,11,11,11,3,3,3,0,0,0,Tygerberg,799.9999582,39999.99582
